ID,latitude,longitude,altitude,division,district,upazila,union,area,b2id,site_type,registered,locationssid,block_id,m_id,households,population,log10pop,d4_origin_state,d4_origin_state_rakhine,d5_origin_district,healthWalk_enc,priority1,priority2,priority3,l_fuel,l_education,l_food,l_healthcare,l_jobs,mobility,l_nfis,pss,l_safety,l_sanitation,l_shelter,skills,l_water,other
1,20.821388,92.291458,-46.299530,Chattogram,Cox's Bazar,Teknaf,Sabrang,HCU,HCU_3068,Dispersed,No,CXB-001,CXB-001-001,M-ID-0001,7,40,1.602060,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Food assistance,Cooking fuel and firewood,Job opportunities,2,0,1,0,3,0,0,0,0,0,0,0,0,0
2,21.272074,92.055840,-39.678463,Chattogram,Cox's Bazar,Ukhia,Jalia Palong,HCU,HCU_3033,Dispersed,No,CXB-005,CXB-005-001,M-ID-0005,37,129,2.110590,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Job opportunities,Education for children,1,3,0,0,2,0,0,0,0,0,0,0,0,0
3,21.141794,92.148941,-47.847630,Chattogram,Cox's Bazar,Ukhia,Palong Khali,HCU,HCU_3085,Dispersed,No,CXB-006,CXB-006-001,M-ID-0006,50,221,2.344392,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Cooking fuel and firewood,Healthcare,2,0,1,3,0,0,0,0,0,0,0,0,0,0
4,21.219084,92.131645,-27.795845,Chattogram,Cox's Bazar,Ukhia,Raja Palong,HCU,HCU_3057,Dispersed,No,CXB-007,CXB-007-001,M-ID-0007,25,130,2.113943,Rakhine,1,Maungdaw,More than 1 hour walk,Food assistance,Sanitation,Education for children,0,3,1,0,0,0,0,0,0,2,0,0,0,0
5,21.150232,92.149910,-44.039845,Chattogram,Cox's Bazar,Ukhia,Palong Khali,HCU,HCU_3057,Dispersed,No,CXB-008,CXB-008-001,M-ID-0008,25,112,2.049218,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Food assistance,Cooking fuel and firewood,Healthcare,2,0,1,3,0,0,0,0,0,0,0,0,0,0
6,21.234413,92.165985,-25.173828,Chattogram,Cox's Bazar,Ukhia,Raja Palong,HCU,HCU_3063,Dispersed,No,CXB-009,CXB-009-001,M-ID-0009,10,54,1.732394,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Healthcare,Shelter,1,0,0,2,0,0,0,0,0,0,3,0,0,0
7,21.142111,92.081779,-39.363918,Chattogram,Cox's Bazar,Ukhia,Jalia Palong,HCU,HCU_3057,Dispersed,No,CXB-010,CXB-010-001,M-ID-0010,50,230,2.361728,Rakhine,1,Maungdaw,More than 1 hour walk,Food assistance,Cooking fuel and firewood,Healthcare,2,0,1,3,0,0,0,0,0,0,0,0,0,0
8,21.273983,92.082275,-48.950756,Chattogram,Cox's Bazar,Ukhia,Jalia Palong,HCU,HCU_3057,Dispersed,No,CXB-013,CXB-013-001,M-ID-0013,20,106,2.025306,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Food assistance,Cooking fuel and firewood,Sanitation,2,0,1,0,0,0,0,0,0,3,0,0,0,0
9,21.071405,92.141251,-48.386261,Chattogram,Cox's Bazar,Teknaf,Baharchhara,SCS,SCS_3417,Coll_w_host,No,CXB-032,CXB-014-001,M-ID-0014,135,570,2.755875,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Sanitation,Job opportunities,1,0,0,0,3,0,0,0,0,2,0,0,0,0
10,21.338680,92.115761,-45.327568,Chattogram,Cox's Bazar,Ramu,Khuniapalong,HCU,HCU_3044,Dispersed,No,CXB-016,CXB-016-001,M-ID-0016,15,67,1.826075,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Sanitation,Education for children,Healthcare,0,2,0,3,0,0,0,0,0,1,0,0,0,0
11,20.976425,92.247185,-40.782539,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3387,Coll_w_host,No,CXB-233,CXB-017-001,M-ID-0017,107,385,2.585461,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Water,Cooking fuel and firewood,3,0,0,0,0,0,0,0,1,0,0,0,2,0
12,20.978109,92.248108,-44.892555,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3506,Coll_w_host,No,CXB-017,CXB-017-002,M-ID-0018,103,385,2.585461,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
13,20.978569,92.246674,-38.411282,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3391,Coll_w_host,No,CXB-017,CXB-017-003,M-ID-0019,126,457,2.659916,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
14,20.979185,92.247879,-48.941685,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3391,Coll_w_host,No,CXB-017,CXB-017-004,M-ID-0346,105,422,2.625313,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
15,20.979635,92.243492,-43.618717,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-005,M-ID-0347,99,426,2.629410,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Job opportunities,Water,1,0,0,0,2,0,0,0,0,0,0,0,3,0
16,20.981665,92.242393,-43.339836,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3393,Coll_w_host,No,CXB-017,CXB-017-006,M-ID-0348,99,416,2.619093,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
17,20.975376,92.246010,-45.895348,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3387,Coll_w_host,No,CXB-233,CXB-017-007,M-ID-0349,65,260,2.414973,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Cooking fuel and firewood,Water,2,0,0,0,0,0,0,0,1,0,0,0,3,0
18,20.976086,92.246033,-44.877232,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3387,Coll_w_host,No,CXB-233,CXB-017-008,M-ID-0350,91,370,2.568202,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Water,Cooking fuel and firewood,3,0,0,0,0,0,0,0,1,0,0,0,2,0
19,20.978558,92.245613,-51.985172,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3506,Coll_w_host,No,CXB-017,CXB-017-009,M-ID-0351,128,584,2.766413,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Cooking fuel and firewood,Skills development,Healthcare,1,0,0,3,0,0,0,0,0,0,0,2,0,0
20,20.980082,92.242706,-43.368805,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3393,Coll_w_host,No,CXB-017,CXB-017-010,M-ID-0352,89,378,2.577492,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
21,20.981134,92.242310,-45.983959,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3393,Coll_w_host,No,CXB-017,CXB-017-011,M-ID-0353,88,362,2.558709,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,NFIs,Job opportunities,1,0,0,0,3,0,2,0,0,0,0,0,0,0
22,20.990099,92.248497,-36.416630,Chattogram,Cox's Bazar,Teknaf,Nhilla,HCU,HCU_3054,Dispersed,No,CXB-229,CXB-017-012,M-ID-0354,78,292,2.465383,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Shelter,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,2,0,0,0
23,20.976511,92.243774,-39.078831,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3394,Coll_w_host,No,CXB-017,CXB-017-013,M-ID-0355,99,424,2.627366,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
24,20.976337,92.244804,-41.586266,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3387,Coll_w_host,No,CXB-233,CXB-017-014,M-ID-0356,102,442,2.645422,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Water,Cooking fuel and firewood,3,0,0,0,0,0,0,0,1,0,0,0,2,0
25,20.976889,92.243782,-46.230206,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-015,M-ID-0357,113,490,2.690196,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Shelter,Water,1,0,0,0,0,0,0,0,0,0,2,0,3,0
26,20.976772,92.244324,-42.563133,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3394,Coll_w_host,No,CXB-017,CXB-017-016,M-ID-0358,121,509,2.706718,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Skills development,Water,1,0,0,0,0,0,0,0,0,0,0,2,3,0
27,20.980650,92.247719,-48.725765,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3391,Coll_w_host,No,CXB-017,CXB-017-017,M-ID-0359,90,405,2.607455,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
28,20.982714,92.245811,-46.822739,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3391,Coll_w_host,No,CXB-017,CXB-017-018,M-ID-0360,98,384,2.584331,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
29,20.980181,92.243355,-48.284145,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3393,Coll_w_host,No,CXB-017,CXB-017-019,M-ID-0361,88,393,2.594393,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
30,20.981173,92.246193,-51.153828,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3391,Coll_w_host,No,CXB-017,CXB-017-020,M-ID-0362,76,310,2.491362,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
31,20.979925,92.242111,-38.250282,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3393,Coll_w_host,No,CXB-017,CXB-017-021,M-ID-1796,88,388,2.588832,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Cooking fuel and firewood,Job opportunities,2,0,0,0,3,0,0,0,0,0,0,0,1,0
32,20.979139,92.241920,-40.452309,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-022,M-ID-1797,101,433,2.636488,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,0,2,0,1,0
33,20.979109,92.242607,-48.149849,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-023,M-ID-1798,35,140,2.146128,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
34,20.986645,92.241547,-29.135347,Chattogram,Cox's Bazar,Teknaf,Nhilla,HCU,HCU_3054,Dispersed,No,CXB-229,CXB-017-024,M-ID-1799,43,253,2.403121,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Job opportunities,Cooking fuel and firewood,3,0,1,0,2,0,0,0,0,0,0,0,0,0
35,20.977415,92.243713,-48.281082,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-025,M-ID-2139,93,429,2.632457,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Shelter,Job opportunities,1,0,0,0,3,0,0,0,0,0,2,0,0,0
36,20.976406,92.243210,-49.454090,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3392,Coll_w_host,No,CXB-017,CXB-017-026,M-ID-2140,112,460,2.662758,Rakhine,1,Maungdaw,15 mins walk or less,Cooking fuel and firewood,Shelter,Water,1,0,0,0,0,0,0,0,0,0,2,0,3,0
37,20.979536,92.245331,-42.556801,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3394,Coll_w_host,No,CXB-017,CXB-017-027,M-ID-2138,114,525,2.720159,Rakhine,1,Maungdaw,15 mins walk or less,Water,Cooking fuel and firewood,Job opportunities,2,0,0,0,3,0,0,0,0,0,0,0,1,0
38,20.977493,92.246078,-40.196301,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3506,Coll_w_host,No,CXB-017,CXB-017-028,M-ID-2141,135,569,2.755112,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
39,21.240036,92.168091,-34.193359,Chattogram,Cox's Bazar,Ukhia,Raja Palong,HCU,HCU_3063,Dispersed,No,CXB-018,CXB-018-001,M-ID-0020,15,66,1.819544,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Cooking fuel and firewood,NFIs,2,0,1,0,0,0,3,0,0,0,0,0,0,0
40,21.117826,92.105675,-50.902454,Chattogram,Cox's Bazar,Ukhia,Jalia Palong,HCU,HCU_3085,Dispersed,No,CXB-019,CXB-019-001,M-ID-0021,62,277,2.442480,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Cooking fuel and firewood,Job opportunities,2,0,0,0,3,0,0,0,0,0,1,0,0,0
41,21.202818,92.051369,-35.397732,Chattogram,Cox's Bazar,Ukhia,Jalia Palong,HCU,HCU_3057,Dispersed,No,CXB-021,CXB-021-001,M-ID-0023,35,155,2.190332,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Healthcare,Other,Shelter,0,0,0,1,0,0,0,0,0,0,3,0,0,2
42,21.148916,92.136894,-36.565517,Chattogram,Cox's Bazar,Ukhia,Palong Khali,HCU,HCU_3085,Dispersed,No,CXB-022,CXB-022-001,M-ID-0024,55,242,2.383815,Rakhine,1,Maungdaw,More than 1 hour walk,Food assistance,Job opportunities,Education for children,0,3,1,0,2,0,0,0,0,0,0,0,0,0
43,20.878849,92.297302,-53.349922,Chattogram,Cox's Bazar,Teknaf,Teknaf Paurashava,HCU,HCU_3076,Dispersed,No,CXB-023,CXB-023-001,M-ID-0025,7,36,1.556303,Rakhine,1,Maungdaw,15 mins walk or less,Shelter,Cooking fuel and firewood,Healthcare,2,0,0,3,0,0,0,0,0,0,1,0,0,0
44,20.964407,92.244125,-40.947948,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3409,Coll_w_host,No,CXB-025,CXB-025-001,M-ID-0028,130,525,2.720159,Rakhine,1,Maungdaw,15 mins walk or less,Job opportunities,Cooking fuel and firewood,Shelter,2,0,0,0,1,0,0,0,0,0,3,0,0,0
45,20.964830,92.245621,-34.103123,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3409,Coll_w_host,No,CXB-025,CXB-025-002,M-ID-0132,72,308,2.488551,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Cooking fuel and firewood,Shelter,2,0,1,0,0,0,0,0,0,0,3,0,0,0
46,20.963272,92.245110,-46.871288,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3516,Coll_w_host,No,CXB-025,CXB-025-003,M-ID-0363,105,465,2.667453,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Safety and security,Cooking fuel and firewood,3,0,0,0,0,0,0,0,2,0,0,0,1,0
47,20.958508,92.251465,-45.545654,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3407,Coll_w_host,No,CXB-025,CXB-025-004,M-ID-0364,90,355,2.550228,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,NFIs,1,2,0,0,0,0,3,0,0,0,0,0,0,0
48,20.961531,92.251472,-31.531340,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3398,Coll_w_host,No,CXB-025,CXB-025-005,M-ID-0365,85,425,2.628389,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,Sanitation,1,2,0,0,0,0,0,0,0,3,0,0,0,0
49,20.961342,92.251297,-46.105976,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3412,Coll_w_host,No,CXB-025,CXB-025-006,M-ID-0366,110,513,2.710117,Rakhine,1,Maungdaw,16 to 30 mins walk,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
50,20.953365,92.249443,-37.579910,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3401,Coll_w_host,No,CXB-025,CXB-025-007,M-ID-0367,93,361,2.557507,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
51,20.954699,92.255180,-37.998234,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3399,Coll_w_host,No,CXB-025,CXB-025-008,M-ID-0368,90,430,2.633468,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
52,20.962049,92.250137,-43.349689,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3398,Coll_w_host,No,CXB-025,CXB-025-009,M-ID-0369,89,333,2.522444,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,Water,1,2,0,0,0,0,0,0,0,0,0,0,3,0
53,20.953749,92.249115,-37.533592,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3401,Coll_w_host,No,CXB-025,CXB-025-010,M-ID-0370,72,298,2.474216,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
54,20.955736,92.253410,-44.256546,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3403,Coll_w_host,No,CXB-025,CXB-025-011,M-ID-0371,62,280,2.447158,Rakhine,1,Maungdaw,15 mins walk or less,Water,Cooking fuel and firewood,NFIs,2,0,0,0,0,0,3,0,0,0,0,0,1,0
55,20.956749,92.252632,-41.372967,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3526,Coll_w_host,No,CXB-025,CXB-025-013,M-ID-0373,103,411,2.613842,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
56,20.963699,92.244682,-39.330132,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3516,Coll_w_host,No,CXB-025,CXB-025-015,M-ID-0375,114,500,2.698970,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Education for children,Healthcare,0,2,0,3,0,0,0,0,0,0,0,0,1,0
57,20.953018,92.250626,-38.286694,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3402,Coll_w_host,No,CXB-025,CXB-025-016,M-ID-0376,85,342,2.534026,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Cooking fuel and firewood,Shelter,Job opportunities,1,0,0,0,3,0,0,0,0,0,2,0,0,0
58,20.961571,92.248756,-47.008980,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3398,Coll_w_host,No,CXB-025,CXB-025-018,M-ID-0378,105,450,2.653213,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,NFIs,1,2,0,0,0,0,3,0,0,0,0,0,0,0
59,20.955879,92.253075,-40.160408,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3403,Coll_w_host,No,CXB-025,CXB-025-019,M-ID-0379,64,283,2.451787,Rakhine,1,Maungdaw,15 mins walk or less,Water,Cooking fuel and firewood,Sanitation,2,0,0,0,0,0,0,0,0,3,0,0,1,0
60,20.958414,92.252495,-59.523678,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3407,Coll_w_host,No,CXB-025,CXB-025-020,M-ID-0380,75,366,2.563481,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,Sanitation,1,2,0,0,0,0,0,0,0,3,0,0,0,0
61,20.957628,92.251167,-34.881298,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3407,Coll_w_host,No,CXB-025,CXB-025-021,M-ID-0381,73,301,2.478566,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Education for children,Sanitation,1,2,0,0,0,0,0,0,0,3,0,0,0,0
62,20.959612,92.249748,-44.820919,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3410,Coll_w_host,No,CXB-025,CXB-025-022,M-ID-0382,156,646,2.810232,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Healthcare,Cooking fuel and firewood,3,0,0,2,0,0,0,0,0,0,0,0,1,0
63,20.960863,92.246590,-22.148193,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3408,Coll_w_host,No,CXB-025,CXB-025-023,M-ID-0383,116,389,2.589950,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Food assistance,Cooking fuel and firewood,3,0,2,0,0,0,0,0,0,0,0,0,1,0
64,20.960482,92.249405,-49.101677,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3410,Coll_w_host,No,CXB-025,CXB-025-024,M-ID-0384,171,757,2.879096,Rakhine,1,Maungdaw,31 mins to 1 hour walk,Water,Cooking fuel and firewood,Job opportunities,2,0,0,0,3,0,0,0,0,0,0,0,1,0
65,20.956907,92.252861,-32.535934,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3526,Coll_w_host,No,CXB-025,CXB-025-025,M-ID-0385,142,590,2.770852,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
66,20.957018,92.253189,-40.635067,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3404,Coll_w_host,No,CXB-025,CXB-025-026,M-ID-0386,86,331,2.519828,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Cooking fuel and firewood,Food assistance,2,0,3,0,0,0,0,0,0,0,0,0,1,0
67,20.957026,92.253479,-46.846500,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3404,Coll_w_host,No,CXB-025,CXB-025-027,M-ID-0387,94,350,2.544068,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Water,Job opportunities,1,0,0,0,3,0,0,0,0,0,0,0,2,0
68,20.957365,92.252396,-49.617992,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3526,Coll_w_host,No,CXB-025,CXB-025-028,M-ID-0388,136,546,2.737193,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
69,20.955307,92.254135,-42.060726,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3403,Coll_w_host,No,CXB-025,CXB-025-030,M-ID-0390,135,543,2.734800,Rakhine,1,Maungdaw,15 mins walk or less,Water,Shelter,Healthcare,0,0,0,3,0,0,0,0,0,0,2,0,1,0
70,20.953997,92.256302,-41.686771,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3399,Coll_w_host,No,CXB-025,CXB-025-031,M-ID-0391,50,200,2.301030,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
71,20.959454,92.252304,-45.468967,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3406,Coll_w_host,No,CXB-025,CXB-025-032,M-ID-0392,83,361,2.557507,Rakhine,1,Maungdaw,16 to 30 mins walk,Cooking fuel and firewood,Shelter,Safety and security,1,0,0,0,0,0,0,0,3,0,2,0,0,0
72,20.960846,92.247375,-44.595032,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3408,Coll_w_host,No,CXB-025,CXB-025-033,M-ID-0393,158,671,2.826723,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Safety and security,Food assistance,0,0,3,0,0,0,0,0,2,0,0,0,1,0
73,20.959999,92.250885,-43.027721,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3406,Coll_w_host,No,CXB-025,CXB-025-034,M-ID-0394,162,686,2.836324,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Cooking fuel and firewood,Safety and security,2,0,0,0,0,0,0,0,3,0,0,0,1,0
74,20.953302,92.248459,-34.838104,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3401,Coll_w_host,No,CXB-025,CXB-025-035,M-ID-0395,35,172,2.235528,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Cooking fuel and firewood,3,0,1,0,0,0,0,0,0,0,0,0,2,0
75,20.955774,92.254456,-42.636314,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3403,Coll_w_host,No,CXB-025,CXB-025-036,M-ID-0396,125,535,2.728354,Rakhine,1,Maungdaw,15 mins walk or less,Water,Sanitation,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,2,0,0,1,0
76,20.961695,92.252922,-49.694019,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3412,Coll_w_host,No,CXB-025,CXB-025-037,M-ID-0397,56,260,2.414973,Rakhine,1,Maungdaw,15 mins walk or less,Food assistance,Water,Job opportunities,0,0,1,0,3,0,0,0,0,0,0,0,2,0
77,20.951691,92.255562,-46.752594,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3399,Coll_w_host,No,CXB-025,CXB-025-038,M-ID-1804,75,299,2.475671,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
78,20.952658,92.255508,-44.497471,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3400,Coll_w_host,No,CXB-025,CXB-025-039,M-ID-1805,74,386,2.586587,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Cooking fuel and firewood,Food assistance,2,0,3,0,0,0,0,0,0,0,0,0,1,0
79,20.952967,92.255394,-40.926422,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3399,Coll_w_host,No,CXB-025,CXB-025-040,M-ID-1806,31,127,2.103804,Rakhine,1,Maungdaw,15 mins walk or less,Safety and security,Job opportunities,Cooking fuel and firewood,3,0,0,0,2,0,0,0,1,0,0,0,0,0
80,20.952538,92.255241,-32.988918,Chattogram,Cox's Bazar,Teknaf,Nhilla,SCS,SCS_3400,Coll_w_host,No,CXB-025,CXB-025-041,M-ID-1807,75,376,2.575188,Rakhine,1,Maungdaw,16 to 30 mins walk,Water,Sanitation,Cooking fuel and firewood,3,0,0,0,0,0,0,0,0,2,0,0,1,0
