"adminCode1","lng","geonameId","toponymName","countryId","fcl","population","countryCode","name","fclName","adminCodes1.ISO3166_2","countryName","fcodeName","adminName1","lat","fcode","Village","Departement","District"
"28","19.20181","2317383","Bangabola","203312","P","0","CD","Bangabola","city, village,...","SU","DR Congo","populated place","Sud-Ubangi","2.4849","PPL","Bangala","Likouala","Liranga"
"23","22.21129","8438907","Banzala","203312","P","0","CD","Banzala","city, village,...","KC","DR Congo","populated place","Kasai-Central","-7.44513","PPL","Bangala","Likouala","Liranga"
"23","22.10688","8328772","Bangila","203312","P","0","CD","Bangila","city, village,...","KC","DR Congo","populated place","Kasai-Central","-5.8985","PPL","Bangala","Likouala","Liranga"
"02","19.14165","2316599","Bongala","203312","P","0","CD","Bongala","city, village,...","EQ","DR Congo","populated place","Équateur","-0.05128","PPL","Bangala","Likouala","Liranga"
"25","22.44333","219627","Bandala","203312","P","0","CD","Bandala","city, village,...","MO","DR Congo","populated place","Mongala","2.22358","PPL","Bangala","Likouala","Liranga"
"30","27.05449","8156850","Bangola","203312","P","0","CD","Bangola","city, village,...","TO","DR Congo","populated place","Tshopo","1.85068","PPL","Bangala","Likouala","Liranga"
"13","26.89484","8025461","Bangara","203312","P","0","CD","Bangara","city, village,...","BU","DR Congo","populated place","Bas-Uele","3.37829","PPL","Bangala","Likouala","Liranga"
"26","20.81986","219599","Banga","203312","P","0","CD","Banga","city, village,...","NU","DR Congo","populated place","Nord-Ubangi","4.12105","PPL","Bangala","Likouala","Liranga"
"28","19.40488","2317373","Bangana","203312","P","0","CD","Bangana","city, village,...","SU","DR Congo","populated place","Sud-Ubangi","2.77393","PPL","Bangala","Likouala","Liranga"
"20","17.9536","2317500","Bagata","203312","P","0","CD","Bagata","city, village,...","KL","DR Congo","populated place","Kwilu","-3.72466","PPL","Bangala","Likouala","Liranga"
"30","25.32784","219654","Banalia","203312","P","0","CD","Banalia","city, village,...","TO","DR Congo","populated place","Tshopo","1.54408","PPL","Bangala","Likouala","Liranga"
"08","12.39929","2317418","Banana","203312","P","0","CD","Banana","city, village,...","BC","DR Congo","populated place","Bas-Congo","-6.00413","PPL","Bangala","Likouala","Liranga"
"20","17.68834","2317320","Banzama","203312","P","0","CD","Banzama","city, village,...","KL","DR Congo","populated place","Kwilu","-4.10406","PPL","Bangala","Likouala","Liranga"
